emp_no,first_name,last_name,title,from_date,to_date
461054,Slavian,Delgrange,Staff,1985-03-30,1991-03-30
461058,Vitali,Basawa,Senior Engineer,1994-12-26,1995-06-03
461061,Van,Awdeh,Engineer,1986-03-06,1991-03-06
461062,Ennio,Eterovic,Staff,1986-12-16,1995-12-16
461069,Debaprosad,Slobodova,Staff,1997-03-21,2002-03-21
461070,Adib,Mersereau,Engineer,1995-05-09,2002-05-09
461081,Fumiya,Sambasivam,Engineer,1988-12-17,1993-03-09
461082,Chikako,Kossowski,Staff,1985-02-12,1994-02-12
461096,Alper,Zockler,Assistant Engineer,1987-04-20,1994-04-20
461100,Niclas,Speek,Engineer,1991-10-28,1997-10-27
461102,Zengping,Bhattacharjee,Staff,1988-08-02,1996-08-02
461108,Uno,Tokunaga,Engineer,1994-02-12,1999-02-12
461110,Almudena,Seuren,Engineer,1994-05-18,1995-04-08
461118,Itzchak,Kaiser,Engineer,1991-03-20,2000-03-19
461123,Jongsuk,Maraist,Engineer,1990-10-27,1998-10-26
461131,Sachar,Liedekerke,Engineer,1986-12-29,1994-12-29
461141,Sivanarayana,Skafidas,Assistant Engineer,1994-07-24,2001-07-07
461144,Marla,Baar,Staff,1997-03-15,2000-03-30
461145,Filipp,Selenyi,Engineer,1985-04-02,1993-04-02
461148,Jackson,Herath,Engineer,1995-07-29,2001-02-24
461157,Fai,Kaiser,Engineer,1986-01-14,1992-01-14
461158,Jenwei,Luef,Senior Staff,1986-04-14,1988-05-06
461170,Yuichiro,Kusakabe,Staff,1990-05-05,1996-05-04
461176,Augustine,Polajnar,Senior Engineer,1992-09-09,1993-12-22
461178,Masasuke,Verhoeff,Staff,1988-01-04,1997-01-03
461181,Barton,Lunt,Staff,1987-04-19,1990-06-06
461184,Jayson,Openshaw,Senior Engineer,1995-11-20,2001-03-10
461185,Kerryn,Mungall,Staff,1987-12-20,1995-12-20
461192,Hinrich,Camarinopoulos,Engineer,1992-10-05,1997-05-20
461196,Huan,Kinley,Staff,1992-06-30,1996-04-27
461202,Boutros,Pesch,Senior Engineer,1999-12-15,2000-03-31
461205,Venkatesan,Munos,Senior Staff,1999-04-03,1999-10-04
461210,Kish,Chleq,Staff,1993-03-05,2001-03-05
461212,KayLiang,Bultermann,Engineer,1987-06-29,1996-06-28
461221,Pranas,Remmele,Engineer,1992-03-05,2000-03-05
461225,Insup,Birrer,Staff,1985-06-28,1990-06-28
461226,Ugo,Iisaku,Senior Engineer,1986-06-18,1994-12-19
461227,Aemilian,Maccarone,Engineer,1989-11-26,1995-11-26
461232,Shin,Ranta,Engineer,1991-06-09,2000-06-08
461235,Marla,Solares,Engineer,1993-07-18,1996-07-15
461242,Sigeru,Uhrig,Staff,1985-11-06,1986-03-11
461250,Sugwoo,Ballarin,Staff,1994-12-17,1999-12-17
461252,Serap,Rosiles,Staff,1994-01-31,2002-01-31
461259,Chaitali,Sooriamurthi,Staff,1992-07-06,2000-07-06
461260,Christfried,Copas,Technique Leader,1993-10-18,1998-06-21
461264,Anwar,Conte,Staff,1988-09-13,1996-09-13
461269,Rasikan,Cusworth,Engineer,1996-06-04,1998-01-28
461271,Constantijn,Erva,Staff,1986-06-16,1995-06-16
461283,Tonia,Narwekar,Technique Leader,1994-04-20,2002-07-25
461285,Yefim,Pintelas,Senior Staff,1988-04-07,1990-07-21
461291,Shigeichiro,Speek,Senior Staff,1996-09-19,2002-07-21
461293,Zdislav,Mamelak,Engineer,1991-03-26,1996-03-25
461296,Phillip,Morton,Senior Staff,1995-06-03,2000-02-11
461303,Badri,Simmen,Engineer,1988-06-30,1994-06-30
461310,Shan,Byoun,Engineer,1997-01-16,2001-02-23
461313,Mohamadou,Khamsi,Senior Engineer,1985-02-16,1997-10-11
461318,Fatemeh,Aamodt,Staff,1986-05-07,1995-05-07
461323,Gila,Jeansoulin,Senior Staff,1991-07-06,1997-09-06
461325,Krassimir,Swab,Engineer,1988-08-20,1988-10-28
461327,Mani,Benzmuller,Engineer,1991-07-24,1996-07-23
461328,Mohit,McAffer,Staff,1986-12-30,1991-12-30
461336,Shigehito,Harnett,Staff,1990-11-07,1997-11-08
461346,Samphel,Erev,Engineer,1995-12-02,1996-08-23
461347,Hisao,Chepyzhov,Staff,1987-07-22,1995-07-22
461358,Bernice,Boguraev,Engineer,1986-03-20,1995-03-20
461360,Eric,Chiodo,Engineer,1995-04-19,1999-02-17
461363,Achilleas,Rajcani,Staff,1992-08-22,2001-08-22
461364,Vasilii,Huttel,Staff,1989-05-13,1995-05-13
461368,Hinrich,Boudaillier,Assistant Engineer,1991-02-16,1997-02-15
461373,Yonghoan,Collette,Assistant Engineer,1985-06-20,1992-06-20
461378,Akemi,Schaft,Engineer,1985-12-21,1994-12-21
461380,Jahangir,Yurek,Engineer,1988-05-21,1991-01-13
461381,Shushma,Encarnacion,Assistant Engineer,1991-12-07,1997-12-06
461386,Hilari,Peternell,Staff,1997-11-22,2000-12-20
461388,Tuval,Borovoy,Assistant Engineer,1994-04-06,2000-04-05
461391,Mart,Hertweck,Staff,1991-02-14,2000-02-14
461399,Kasturi,Journel,Senior Staff,1995-03-15,1997-11-01
461400,Oddvar,Ouhyoung,Engineer,1985-08-30,1985-09-08
461408,Vivian,Munck,Engineer,1990-04-16,1998-04-16
461410,Guoxiang,Brizzi,Engineer,1986-01-31,1986-03-05
461421,Reinhold,Baig,Senior Engineer,1995-12-13,1997-04-20
461422,Tesuro,Schach,Engineer,1985-12-12,1993-12-12
461436,Kasturi,Plumb,Senior Staff,1999-04-16,2000-05-20
461448,Luisa,McClurg,Staff,1989-11-25,1995-11-25
461452,Oksana,Tiemann,Staff,1985-02-09,1991-02-09
461456,Karsten,Keirsey,Assistant Engineer,1990-01-29,1998-01-29
461458,Georgi,Hebden,Engineer,1993-05-02,1998-05-02
461468,Rimon,Schaap,Engineer,1993-05-19,2001-05-19
461470,Takahito,Comyn,Engineer,1991-05-22,1993-09-06
461472,Barry,Kawashimo,Staff,1987-05-09,1992-05-08
461474,King,Hammerschmidt,Staff,1990-06-17,1996-06-16
461477,Uno,Ramras,Engineer,1993-03-25,2002-03-25
461479,Susanne,Azevdeo,Engineer,1993-11-29,1995-03-30
461480,Guttorm,Trystram,Engineer,1985-12-29,1992-12-29
461488,Miomir,Przulj,Engineer,1990-01-30,1993-01-29
461493,Udaiprakash,Hashii,Staff,1989-12-27,1997-12-27
461495,Ramya,Henseler,Engineer,1994-02-14,2001-02-14
461500,Seongbin,Peyn,Engineer,1993-01-11,2000-01-12
461512,Kwangho,Beeson,Staff,1989-03-31,1997-03-31
461519,Alexius,Baca,Staff,1994-06-23,1997-04-25
461528,Anwar,Heydon,Technique Leader,1995-06-19,1997-11-01
461535,Apostol,Suwa,Staff,1989-05-17,1996-05-17
461549,Khatoun,Jumpertz,Staff,1992-06-13,2000-06-13
461550,Kagan,Angot,Senior Engineer,1986-03-15,1995-07-02
461552,Florina,Karnin,Engineer,1998-11-10,2001-11-25
461553,Luigi,Sidou,Engineer,1993-04-06,2001-04-06
461556,Gina,Shokrollahi,Engineer,1992-05-01,1999-05-02
461562,Shimshon,Ducloy,Staff,1999-02-15,1999-11-08
461566,Tamiya,Sessa,Engineer,1985-04-01,1992-04-01
461573,Sachar,Zedlitz,Staff,1986-07-13,1993-07-13
461582,Golgen,Mapelli,Staff,1988-08-27,1996-08-27
461584,Rance,Peyn,Engineer,1996-04-05,2001-11-24
461595,Nidapan,Cronau,Engineer,1989-12-25,1998-12-25
461600,Moon,Bernick,Engineer,1989-01-12,1997-01-12
461607,Udi,Bahr,Engineer,1991-12-31,1995-09-04
461608,Matk,Brendel,Engineer,1995-02-03,2002-02-03
461609,Ramya,Attimonelli,Engineer,1990-07-03,1998-07-03
461617,Perla,Vidya,Staff,1996-04-22,1999-10-11
461625,Margareta,Bael,Staff,1989-04-04,1995-04-04
461627,Yechezkel,Snedden,Senior Staff,1997-02-24,1999-10-27
461628,Macha,Lanphier,Engineer,1985-12-09,1989-04-26
461640,Krassimir,Auyong,Engineer,1988-10-26,1996-10-26
461644,Serenella,Moehrke,Staff,1999-04-03,1999-09-21
461647,Shridhar,Barinka,Staff,1996-01-03,2001-01-02
461651,Abdelwaheb,Shihab,Engineer,1989-07-13,1995-07-13
461652,Wilmer,Bain,Engineer,1993-04-20,2000-04-20
461656,Utpal,Vieri,Staff,1990-11-27,1997-11-27
461670,Arun,Fujisaki,Staff,1986-03-14,1990-01-13
461672,Adib,Cardazo,Engineer,1992-09-04,2000-09-04
461688,Masami,Zwicker,Engineer,1985-05-20,1988-04-20
461693,Fusako,Cappello,Engineer,1990-09-07,1999-09-07
461703,Toshimi,Raczkowsky,Staff,1988-11-04,1991-04-03
461709,Aamer,Dusink,Engineer,1993-07-23,2002-07-23
461711,Evgueni,Dulay,Assistant Engineer,1985-04-17,1990-04-17
461721,Dinah,Schiper,Staff,1988-01-29,1993-01-28
461724,Constantino,Sridhar,Engineer,1997-05-09,1998-09-05
461736,Adin,Masada,Engineer,1989-03-06,1996-03-06
461749,Kwok,Kinley,Engineer,1988-09-12,1994-09-12
461757,Hailing,Isaac,Engineer,1985-04-02,1990-04-02
461763,Arunachalam,Marsiglia,Engineer,1985-03-04,1992-03-04
461765,Tesuro,Koyama,Staff,1989-01-25,1996-01-26
461768,Geoffry,Breugel,Engineer,1985-08-20,1994-08-20
461769,Bodo,Birge,Engineer,1992-06-07,1997-06-07
461777,Seongbin,Yoshizawa,Staff,1992-06-29,1998-06-29
461778,Chanjung,Vasanthakumar,Senior Staff,1999-03-06,1999-06-14
461781,Arfst,Denos,Staff,1994-11-08,1997-11-01
461788,Wuxu,Decaestecker,Senior Engineer,1994-06-28,2002-05-15
461789,Kousuke,Gide,Senior Engineer,2000-02-04,2002-05-02
461793,Keung,Rassart,Engineer,1995-08-29,2001-08-28
461797,Satyanarayana,Kroon,Engineer,1991-11-26,1999-11-26
461807,Shan,Rossi,Engineer,1985-05-16,1994-05-16
461808,Malu,Radivojevic,Staff,1995-06-29,2001-06-28
461812,Kristine,Kaiser,Staff,1985-02-28,1990-02-28
461816,Jaroslava,Salinas,Engineer,1991-05-04,1997-05-03
461825,Manibrata,Mamelak,Staff,1995-05-09,2000-05-08
461833,Shuho,Rosar,Engineer,1988-10-26,1994-10-26
461835,Serenella,Pell,Staff,1993-04-18,2000-04-18
461837,Arif,Kalorkoti,Staff,1992-09-13,1997-09-13
461838,Sanjeeva,Manderick,Engineer,1998-03-10,2001-06-17
461844,Zhilian,Kitsuregawa,Staff,1991-08-23,1999-08-23
461846,Gina,Vesel,Engineer,1998-06-14,1998-10-16
461848,Randi,Lemarechal,Staff,1994-07-14,2000-07-13
461860,Chaosheng,Syrotiuk,Assistant Engineer,1987-05-07,1996-05-06
461865,Mariusz,Baak,Engineer,1989-12-23,1995-12-23
461866,Zhiwei,Narahari,Engineer,1991-03-26,1996-03-25
461870,Goh,Sooriamurthi,Assistant Engineer,1991-04-19,1996-04-18
461874,Nevio,Lindqvist,Staff,1989-05-29,1995-05-29
461876,Golgen,Hebden,Engineer,1992-06-28,2000-06-28
461882,Jamaludin,Schauser,Senior Staff,1993-11-27,1999-07-26
461885,Sreenivas,Gluchowski,Engineer,1992-01-10,1997-01-09
461886,Vojin,Bashian,Staff,1989-05-25,1992-05-02
461888,Xuedong,Kragelund,Assistant Engineer,1995-02-08,2002-02-08
461889,Godehard,Mandelberg,Technique Leader,1988-04-14,1994-01-07
461898,Alassane,Narahari,Engineer,1986-10-20,1989-12-18
461905,KayLiang,Szemeredi,Engineer,1992-04-29,1998-04-29
461907,Van,Negoita,Staff,1987-11-29,1993-11-28
461909,Jagoda,Porotnikoff,Engineer,1987-07-16,1994-07-16
461915,Alejandro,Sambasivam,Staff,1987-12-10,1995-12-10
461925,Mani,Polajnar,Engineer,1998-08-31,2000-02-12
461928,Gopalakrishnan,Wolniewicz,Engineer,1987-09-09,1993-09-08
461936,Akeno,Nishimukai,Assistant Engineer,1987-03-15,1993-03-14
461949,Duro,Laurillard,Staff,1986-08-23,1991-08-23
461953,Marie,Ballarin,Staff,1991-02-25,1998-02-25
461956,Hitomi,Zuberek,Engineer,1985-03-25,1994-03-25
461957,Harjit,Biran,Staff,1986-05-29,1991-05-29
461958,Mohit,Slobodova,Staff,1987-05-18,1993-05-17
461960,Remko,Ramsay,Staff,1997-08-01,2002-08-01
461962,Shugo,Raoux,Senior Engineer,1992-03-28,1996-03-30
461964,Ennio,Lund,Engineer,1987-02-03,1994-02-03
461971,Mokhtar,Veevers,Senior Engineer,1996-03-31,1998-08-12
461976,Berry,Papadias,Engineer,1985-02-16,1994-02-16
461982,Gennady,Matzen,Engineer,1999-02-19,2000-12-21
461989,Huiqun,Weedman,Engineer,1992-03-02,1997-03-02
461994,Yishai,Gyimothy,Engineer,1992-10-27,1998-10-27
461997,Fumitake,Hempstead,Staff,1989-01-24,1996-01-25
462004,Ymte,Snyers,Staff,1986-09-22,1991-09-22
462006,Bedir,Gyimothy,Staff,1987-12-31,1990-06-05
462007,Rasiah,Smeets,Engineer,1995-03-09,2000-03-08
462017,Cheong,Cronau,Engineer,1986-04-24,1995-04-24
462018,Gil,Ernst,Senior Engineer,1992-02-14,1993-06-10
462024,Fatemeh,Gecseg,Staff,1996-03-17,1999-06-28
462028,Rasiah,Angot,Engineer,1986-02-08,1992-02-08
462029,Yoshinari,Keohane,Engineer,1990-05-05,1997-05-05
462032,Chikara,Oaver,Staff,1995-12-13,2001-12-12
462033,Genta,Compeau,Senior Staff,1997-08-23,2000-07-13
462034,Geoffry,Lund,Engineer,1985-07-13,1991-07-13
462035,Mohammed,Egerstedt,Engineer,1988-11-13,1993-11-13
462036,Bojan,Hasenauer,Staff,1992-04-10,2000-04-10
462044,Ziya,Salverda,Engineer,1988-03-24,1996-03-24
462057,Lihong,Ambroszkiewicz,Staff,1989-11-09,1998-11-09
462062,Francoise,Einsfeld,Staff,1988-10-27,1993-10-27
462072,Munehiko,Kusakabe,Engineer,1995-10-16,2000-10-15
462073,Alassane,Plump,Staff,1986-10-08,1995-10-08
462075,Matt,Kitsuregawa,Engineer,1990-03-04,1996-03-03
462076,Katsuyuki,Guting,Engineer,1988-02-05,1994-02-04
462080,Guther,Larfeldt,Assistant Engineer,1995-10-24,2001-10-23
462085,Marco,Gulla,Engineer,1986-12-14,1992-12-13
462086,Fayez,Bressoud,Engineer,1991-10-08,1998-10-08
462091,Patricia,Stemann,Engineer,1989-09-29,1994-09-29
462092,Jouko,Rando,Senior Engineer,1991-09-01,1998-08-07
462096,Martins,Gischer,Staff,1990-08-30,1998-08-30
462097,Mircea,Keohane,Staff,1987-07-13,1994-07-13
462100,Shawna,Honiden,Engineer,1994-09-30,1997-05-10
462109,Danil,Yeung,Senior Staff,1990-04-12,1999-09-01
462111,Udo,Sudbeck,Engineer,1985-08-05,1992-08-05
462119,Dmitri,Masamoto,Staff,1987-10-30,1992-10-29
462125,Sigeru,Chelton,Senior Staff,1996-08-23,1999-05-07
462128,Divine,Angelopoulos,Assistant Engineer,1993-07-23,2000-07-23
462133,Ishfaq,Garnier,Engineer,1990-01-28,1997-01-28
462140,Josyula,Chleq,Engineer,1994-04-26,2002-04-26
462144,Koldo,Nooteboom,Senior Staff,1993-09-27,2000-11-05
462146,Yongmin,Wilfing,Engineer,1990-02-22,1995-02-22
462151,Akeel,Templeman,Engineer,1985-02-19,1993-02-19
462155,Tsutomu,Validov,Engineer,1992-03-02,2001-03-02
462167,Moriyoshi,Figueira,Staff,1996-03-21,1996-08-28
462186,Mikhail,Fontet,Engineer,1986-02-02,1994-02-02
462187,Marie,Laventhal,Engineer,1990-05-21,1998-05-21
462190,Kazuhira,Erdi,Staff,1986-03-11,1995-03-11
462193,Baocai,Facello,Staff,1994-11-04,1996-03-20
462197,Yakkov,Thiran,Engineer,1988-03-01,1993-03-01
462206,Sumant,Antonakopoulos,Senior Staff,1988-10-21,1991-03-05
462208,Stafford,Hopewell,Staff,1987-03-27,1996-03-26
462220,Zeljko,Boissier,Engineer,1995-09-17,2000-09-16
462221,Theron,Onuegbe,Senior Staff,1999-10-25,2001-02-10
462224,Jaewoo,Cyre,Staff,1992-03-22,2001-03-22
462229,Fatemeh,Vural,Engineer,1999-09-16,2000-03-24
462230,Torsten,Ballarin,Engineer,1999-05-13,2000-04-08
462231,Anneke,Albarhamtoshy,Staff,1988-04-09,1994-04-09
462237,Achilleas,Mundy,Engineer,1992-05-12,1999-05-13
462245,Ennio,Gischer,Staff,1995-05-13,2000-05-12
462246,Kenton,Cooley,Engineer,1994-07-30,2000-07-29
462258,Frazer,Azulay,Staff,1989-04-25,1994-04-25
462259,Tomoyuki,Huttel,Assistant Engineer,1993-04-28,2001-04-28
462263,Nagui,Mayerwieser,Staff,1990-07-22,1997-07-22
462264,Kirk,Baar,Staff,1986-12-20,1993-12-20
462271,Feiyu,Redmiles,Staff,1986-10-28,1994-10-28
462282,Adly,Morton,Staff,1985-07-31,1993-07-31
462284,Samphel,Farrow,Staff,1988-04-27,1996-04-27
462286,Pintsang,Anger,Staff,1988-05-20,1996-05-20
462289,Kenroku,Adachi,Engineer,1996-07-01,2002-07-01
462291,Vatsa,Kornatzky,Engineer,1993-02-26,1999-02-26
462304,Jordanka,Kakkar,Engineer,1993-07-18,1999-07-18
462313,Shaowei,Figueira,Staff,1997-12-15,1999-09-06
462321,Duri,Poujol,Staff,1989-05-19,1990-04-30
462323,Gita,Paludetto,Staff,1995-07-10,2000-07-09
462324,Kousuke,Naudin,Technique Leader,1995-04-16,1999-11-24
462328,Felicidad,Uehara,Staff,1993-11-21,1999-11-21
462330,Krassimir,Shanbhogue,Staff,1988-06-19,1997-06-19
462331,Sushant,Binkley,Staff,1986-07-13,1993-07-13
462333,Teunis,Cullers,Engineer,1989-03-21,1992-10-23
462336,Angus,Mawatari,Senior Staff,1989-01-09,1993-07-09
462342,Eric,Narahari,Engineer,1990-11-25,1999-11-25
462346,Munehiko,Kropf,Assistant Engineer,1996-05-07,2002-05-07
462370,Moty,Cappelli,Staff,1989-04-26,1998-04-26
462371,Karlis,Schlegelmilch,Engineer,1987-11-02,1994-07-09
462372,Shaibal,Giaccio,Staff,1993-11-25,1999-11-25
462383,Jeong,Tomescu,Engineer,1993-09-02,1999-02-28
462386,Parviz,Rullman,Staff,1987-09-17,1993-09-16
462387,Bezalel,Rossi,Staff,1987-05-01,1995-05-01
462390,Leah,Yavatkar,Engineer,1996-09-23,1998-06-02
462394,Jinpo,Pena,Engineer,1997-03-16,1999-10-28
462398,Serge,Stamatiou,Staff,1993-05-02,1999-05-02
462403,Kensei,Segond,Engineer,1994-03-04,1999-03-04
462407,Sastry,Motley,Staff,1988-12-10,1993-12-10
462409,Gou,Asser,Staff,1991-11-07,1994-12-20
462412,Ravishankar,Pearson,Senior Engineer,1997-11-23,1998-04-07
462425,Jackson,Thambidurai,Engineer,1991-08-26,1998-08-26
462438,Lena,Luft,Senior Engineer,1994-02-24,1996-09-07
462443,Miomir,Ranka,Staff,1992-03-19,1999-03-20
462453,Jayesh,Molenaar,Staff,1997-02-22,2002-02-22
462457,Beshir,Negoita,Staff,1994-03-12,2002-03-12
462461,Remko,Whitcomb,Staff,1995-07-19,2002-07-19
462485,Yakichi,Reutenauer,Staff,1998-06-13,2000-11-23
462487,Adam,Steinauer,Engineer,1994-06-02,1996-11-17
462503,Gadiel,Iisaku,Engineer,1991-01-04,1996-01-04
462506,Achilleas,Bugaenko,Engineer,1988-09-03,1994-09-03
462507,Aleksandar,Flasterstein,Staff,1991-12-05,1999-10-01
462510,Kshitij,Barvinok,Engineer,1997-03-25,2002-03-25
462512,Youjian,Leuchs,Engineer,1987-10-07,1992-10-06
462518,Ishfaq,Stavenow,Staff,1986-05-23,1993-05-23
462530,Moto,Siepmann,Staff,1988-11-01,1997-11-01
462537,Kristof,Schahn,Staff,1994-08-04,1998-06-15
462539,Shin,Mikschl,Engineer,1988-02-09,1996-02-09
462549,Gretta,Bakhtari,Engineer,1996-11-27,2001-11-27
462552,Hironobu,Michaels,Engineer,1993-08-15,1998-08-15
462554,Tsz,Penn,Senior Staff,1990-02-17,2000-03-11
462559,Adas,Swift,Engineer,1991-11-16,1997-11-15
462561,Vishwani,Azulay,Staff,1996-01-17,2001-01-16
462564,Sadok,Lamba,Assistant Engineer,1995-03-18,2001-03-17
462565,Neven,Nastansky,Engineer,1997-01-02,2002-01-02
462566,Uzi,Malabarba,Staff,1999-07-12,2000-06-18
462581,Anneke,Szmurlo,Senior Staff,1988-12-11,2001-11-06
462590,DeForest,Zucker,Engineer,1992-12-25,1998-12-25
462598,Tsz,Picco,Staff,1989-07-20,1997-07-20
462599,Sudhanshu,Ebeling,Engineer,1995-11-07,2000-11-06
462600,Uriel,Chvatal,Engineer,1990-06-16,1997-06-16
462610,Sumant,Beeson,Engineer,1996-12-21,1999-11-19
462617,Jaroslava,Schiettecatte,Engineer,1996-08-26,2002-07-06
462622,Duri,Molberg,Assistant Engineer,1990-07-01,1995-07-01
462627,Isaac,Dehkordi,Staff,1998-11-11,2000-02-04
462628,Aluzio,Jullig,Engineer,1992-12-29,2000-12-29
462659,Boguslaw,Erni,Senior Staff,1992-10-07,2000-01-23
462668,Bedrich,Jenevein,Staff,1992-01-16,1998-01-15
462669,Shuichi,Millington,Staff,1993-01-09,2001-01-09
462687,Willard,Danlos,Staff,1994-11-07,2000-11-06
462690,Shaunak,Hettesheimer,Staff,1988-05-09,1996-05-09
462703,Jaber,Terkki,Staff,1988-04-25,1997-04-25
462706,Caolyn,VanScheik,Staff,1986-04-11,1995-04-11
462711,Urs,Spinelli,Staff,1990-10-22,1996-10-21
462712,Heping,Picco,Senior Staff,1999-04-02,2001-08-23
462717,Gina,Dehkordi,Assistant Engineer,1993-07-28,1999-07-17
462742,Jayson,Kruskal,Staff,1987-11-03,1993-11-02
462743,Ranan,Peral,Staff,1994-10-07,1999-09-07
462748,Duke,Rosar,Senior Staff,1992-05-04,1993-11-11
462749,Yunming,Ramsay,Engineer,1987-04-06,1996-04-04
462756,Alexius,Esposito,Engineer,1990-02-18,1997-02-18
462759,Bodo,Kaiserswerth,Assistant Engineer,1995-12-10,2000-12-09
462760,Chenye,Baja,Staff,1987-04-21,1995-04-21
462763,Xiahua,Collette,Senior Staff,1998-09-20,1998-12-18
462765,Yurii,Rohrbach,Staff,1993-11-29,2001-11-29
462766,Rosita,Kampfer,Senior Staff,2000-07-07,2001-10-05
462769,Tse,Coors,Engineer,1986-08-15,1993-08-15
462770,Aamer,Spell,Staff,1989-10-27,1995-10-27
462775,Willard,Simkin,Staff,1992-11-16,1997-09-20
462776,Mostafa,Dechter,Staff,1986-03-26,1993-03-26
462780,Ioana,Nitta,Staff,1990-09-25,1997-09-25
462783,Kazuhiko,Kalloufi,Staff,1992-06-02,1998-12-10
462788,Xuedong,Pleszkun,Staff,1992-04-13,1997-04-13
462790,Fumiyo,Chandrasekhar,Staff,1987-06-10,1996-06-09
462792,Shim,Merkl,Engineer,1994-02-24,2000-02-24
462796,Kellyn,Murtha,Senior Engineer,1994-03-03,2001-07-07
462809,Mana,Brlek,Engineer,1987-09-14,1996-09-13
462814,Anneli,Linnainmaa,Senior Staff,1992-01-17,2002-02-08
462819,Dmitry,Zwicker,Engineer,1986-04-18,1991-04-18
462829,Moss,Range,Engineer,1994-08-28,2000-08-27
462831,Heather,Wolniewicz,Staff,1988-10-01,1995-10-02
462832,Jenwei,Conte,Staff,1995-06-21,2000-06-20
462834,Kristinn,Undy,Senior Staff,2000-07-28,2002-04-02
462836,Persi,Rosaz,Engineer,1990-05-28,1997-05-28
462839,Huan,Ariola,Staff,1992-07-09,1999-07-10
462844,Khatoun,Gini,Assistant Engineer,1987-12-31,1996-12-30
462849,Tadahiro,Pintelas,Staff,1986-05-02,1993-05-02
462857,Kwangsub,Hoogerwoord,Staff,1991-11-22,2000-11-21
462859,Xinglin,Gire,Engineer,1996-06-23,2002-06-23
462869,Bedir,Malabarba,Senior Engineer,1989-01-01,1990-01-11
462871,Sorina,Oberman,Engineer,1997-11-02,2001-01-18
462872,Shahaf,Zirintsis,Staff,1987-12-20,1996-12-19
462875,Francoise,Picaronny,Engineer,1996-03-21,2002-03-21
462876,Taegyun,Kirkerud,Engineer,1992-01-02,2001-01-01
462877,Xuedong,Glowinski,Engineer,1991-08-25,1996-08-24
462881,Kwun,Colorni,Engineer,1989-03-05,1995-03-05
462889,Kendra,Plumb,Engineer,1989-01-18,1997-01-18
462892,Mohit,Clemencon,Staff,1997-03-31,1998-08-02
462897,Ayonca,Danlos,Engineer,1993-11-13,2000-11-13
462898,Sajjad,Schonegge,Engineer,1993-08-01,2000-08-01
462900,Gao,Sudbeck,Engineer,1994-05-21,1999-05-21
462902,Shugo,Sommer,Staff,1992-11-30,2000-11-30
462910,Maria,Luff,Staff,1991-05-02,1998-05-02
462911,Shay,Kusakabe,Senior Staff,1992-03-02,1994-10-25
462916,Tomokazu,Cappelletti,Staff,1995-12-05,2000-12-04
462918,Satosi,Iivonen,Engineer,1989-09-15,1995-09-15
462919,Taizo,Atrawala,Engineer,1985-10-24,1992-10-24
462924,Sanjay,Veevers,Engineer,1988-10-13,1996-10-13
462925,Dharmaraja,Comyn,Staff,1991-01-23,1996-01-23
462929,Pramod,Litvinov,Engineer,1995-02-18,2001-02-17
462932,Jaber,Loncour,Staff,1994-12-08,1995-02-07
462933,Randy,Hemaspaandra,Engineer,1987-11-03,1995-11-03
462944,Georgy,Zizka,Staff,1991-12-07,2000-12-06
462946,Anestis,Emden,Engineer,1989-05-13,1995-05-13
462955,Eben,Kusakabe,Engineer,1985-06-02,1992-06-02
462957,Tesuro,Poehlman,Senior Engineer,1987-04-07,1994-06-26
462959,Isamu,Pintelas,Staff,1990-11-09,1999-11-09
462962,Heejo,Alpay,Engineer,1991-12-06,1997-12-05
462963,Wonhee,Kadhim,Assistant Engineer,1989-07-13,1998-07-13
462969,Chrisa,Schneeberger,Senior Staff,1997-08-18,2001-11-14
462978,Tomoyuki,Imataki,Staff,1989-07-24,1991-03-26
462982,Kankanahalli,Mundy,Staff,1988-05-09,1996-05-09
462987,Nevio,Shrader,Staff,1985-07-12,1994-07-12
463003,Branimir,Ferretti,Staff,1991-08-23,1998-08-23
463008,Yifei,Tetzlaff,Staff,1992-01-25,2000-01-25
463010,Abdelwaheb,Prochazka,Engineer,1991-05-08,1996-05-07
463014,Xuejia,Bodoff,Staff,1989-05-15,1997-05-15
463019,Jovan,Figueira,Staff,1988-04-04,1993-04-03
463027,Peer,Pews,Engineer,1985-02-03,1993-02-03
463029,Huiqun,Cmelik,Technique Leader,1986-08-02,1986-10-22
463030,Kazuhito,Oppitz,Staff,1986-12-08,1992-12-07
463031,Uno,Hinsberger,Staff,1986-01-16,1986-10-10
463041,Navid,Litecky,Engineer,1993-09-02,1999-09-02
463048,Gen,Sadowski,Staff,1990-08-14,1994-04-07
463055,Arunachalam,Peternell,Staff,1991-10-23,1998-10-23
463061,DAIDA,Hmelo,Staff,1995-11-19,1998-02-07
463063,Serge,Ellozy,Staff,1991-05-19,1999-05-19
463067,Oddvar,Gyorkos,Engineer,1987-06-03,1992-06-02
463075,Eben,Kisuki,Engineer,1992-04-01,1995-02-09
463076,Mechthild,Swen,Engineer,1985-02-18,1991-02-18
463078,Shirish,Mateescu,Staff,1988-12-30,1995-12-31
463081,Leen,Chaudhury,Assistant Engineer,1988-09-16,1993-09-16
463085,Gudjon,Ranon,Staff,1990-05-21,1995-05-21
463092,Arnould,Peres,Engineer,1987-05-19,1995-05-19
463093,Evgueni,Frolund,Staff,1989-05-31,1994-05-31
463101,Chaoyi,Vasanthakumar,Engineer,1990-01-19,1998-01-19
463110,Shooichi,Ohori,Engineer,1993-12-19,1998-12-19
